game_id,fav_deficit,final_fav_won,final_fav_score,final_dog_score,margin_of_defeat
401520318,7,False,21,38,17.0
401520318,10,False,21,38,17.0
401520318,14,False,21,38,17.0
401520320,3,False,24,27,3.0
401520320,7,False,24,27,3.0
401520320,10,False,24,27,3.0
401520321,3,True,52,7,
401520321,7,True,52,7,
401520324,3,True,27,24,
401520324,7,True,27,24,
401520324,10,True,27,24,
401520324,14,True,27,24,
401520325,3,True,41,39,
401520325,7,True,41,39,
401520325,10,True,41,39,
401520326,3,True,20,13,
401520326,7,True,20,13,
401520327,3,True,37,20,
401520327,7,True,37,20,
401520328,3,False,6,15,9.0
401520328,7,False,6,15,9.0
401524030,3,False,6,44,38.0
401524030,7,False,6,44,38.0
401524030,10,False,6,44,38.0
401524030,14,False,6,44,38.0
401524030,21,False,6,44,38.0
401524033,3,True,34,14,
401524033,7,True,34,14,
401524034,3,True,36,33,
401525523,3,True,24,3,
401525525,3,False,21,38,17.0
401525525,7,False,21,38,17.0
401525525,10,False,21,38,17.0
401525525,14,False,21,38,17.0
401525526,3,True,41,31,
401525526,7,True,41,31,
401525862,3,False,39,41,2.0
401525862,7,False,39,41,2.0
401525862,10,False,39,41,2.0
401525863,3,False,10,30,20.0
401525863,7,False,10,30,20.0
401525863,10,False,10,30,20.0
401525863,14,False,10,30,20.0
401525864,3,False,32,39,7.0
401525864,7,False,32,39,7.0
401525864,10,False,32,39,7.0
401525864,14,False,32,39,7.0
401525866,3,False,21,38,17.0
401525866,7,False,21,38,17.0
401525866,10,False,21,38,17.0
401525866,14,False,21,38,17.0
401531371,3,True,31,21,
401531371,7,True,31,21,
401531371,10,True,31,21,
401531420,3,False,14,56,42.0
401531420,7,False,14,56,42.0
401531420,10,False,14,56,42.0
401531420,14,False,14,56,42.0
401531420,21,False,14,56,42.0
401531888,3,False,24,27,3.0
401531888,7,False,24,27,3.0
401531888,10,False,24,27,3.0
401531888,14,False,24,27,3.0
401531891,3,True,21,20,
401531891,7,True,21,20,
401531891,10,True,21,20,
401532420,3,True,17,10,
401532421,3,False,14,24,10.0
401532421,7,False,14,24,10.0
401532421,10,False,14,24,10.0
401532421,14,False,14,24,10.0
401532424,3,False,13,23,10.0
401532424,7,False,13,23,10.0
401532424,10,False,13,23,10.0
401532594,3,True,37,32,
401532595,3,True,41,34,
401532596,3,True,52,24,
401532598,3,True,34,27,
401532598,7,True,34,27,
401532598,10,True,34,27,
401532598,14,True,34,27,
401520329,3,False,17,20,3.0
401520330,3,True,42,35,
401520330,7,True,42,35,
401520331,3,False,27,33,6.0
401520331,7,False,27,33,6.0
401520331,10,False,27,33,6.0
401520333,3,True,34,20,
401520333,7,True,34,20,
401520333,10,True,34,20,
401520334,3,False,3,7,4.0
401520336,3,True,25,21,
401520336,7,True,25,21,
401520336,10,True,25,21,
401520336,14,True,25,21,
401520337,3,True,31,14,
401520337,7,True,31,14,
401520342,3,True,17,9,
401520344,3,False,21,24,3.0
401520344,7,False,21,24,3.0
401524035,3,True,38,24,
401524035,7,True,38,24,
401524037,3,False,32,34,2.0
401524037,7,False,32,34,2.0
401524037,10,False,32,34,2.0
401524037,14,False,32,34,2.0
401524038,3,True,15,7,
401524038,7,True,15,7,
401525528,3,False,23,38,15.0
401525528,7,False,23,38,15.0
401525528,10,False,23,38,15.0
401525528,14,False,23,38,15.0
401525529,3,False,20,28,8.0
401525529,7,False,20,28,8.0
401525530,3,True,38,20,
401525530,7,True,38,20,
401525530,10,True,38,20,
401525531,3,False,27,31,4.0
401525531,7,False,27,31,4.0
401525532,3,False,17,21,4.0
401525867,3,False,14,27,13.0
401525867,7,False,14,27,13.0
401525867,10,False,14,27,13.0
401525867,14,False,14,27,13.0
401525868,3,False,29,32,3.0
401525868,7,False,29,32,3.0
401525868,10,False,29,32,3.0
401525868,14,False,29,32,3.0
401525871,3,True,31,29,
401525872,3,False,34,48,14.0
401525872,7,False,34,48,14.0
401525872,10,False,34,48,14.0
401525872,14,False,34,48,14.0
401531341,3,False,10,42,32.0
401531341,7,False,10,42,32.0
401531341,10,False,10,42,32.0
401531341,14,False,10,42,32.0
401531341,21,False,10,42,32.0
401531382,3,True,45,21,
401531382,7,True,45,21,
401531397,3,True,36,10,
401531406,3,False,7,10,3.0
401531406,7,False,7,10,3.0
401531406,10,False,7,10,3.0
401531894,3,True,38,28,
401531894,7,True,38,28,
401531895,3,False,21,28,7.0
401531895,7,False,21,28,7.0
401531897,3,False,17,20,3.0
401531897,7,False,17,20,3.0
401531897,10,False,17,20,3.0
401531897,14,False,17,20,3.0
401532425,3,False,17,24,7.0
401532425,7,False,17,24,7.0
401532425,10,False,17,24,7.0
401532425,14,False,17,24,7.0
401532426,3,True,20,13,
401532429,3,True,41,14,
401532430,3,True,24,6,
401532599,3,True,25,23,
401532599,7,True,25,23,
401532599,10,True,25,23,
401532600,3,False,21,42,21.0
401532600,7,False,21,42,21.0
401532600,10,False,21,42,21.0
401532600,14,False,21,42,21.0
401532600,21,False,21,42,21.0
401532601,3,False,0,6,6.0
401520345,3,False,24,27,3.0
401520345,7,False,24,27,3.0
401520346,3,True,42,29,
401520346,7,True,42,29,
401520348,3,False,34,37,3.0
401520348,7,False,34,37,3.0
401520349,3,False,14,21,7.0
401520349,7,False,14,21,7.0
401520349,10,False,14,21,7.0
401520349,14,False,14,21,7.0
401520351,3,True,21,14,
401520351,7,True,21,14,
401520352,3,True,43,20,
401520352,7,True,43,20,
401520354,3,True,27,12,
401520355,3,False,14,31,17.0
401520355,7,False,14,31,17.0
401520355,10,False,14,31,17.0
401520355,14,False,14,31,17.0
401520355,21,False,14,31,17.0
401520356,3,False,27,33,6.0
401520356,7,False,27,33,6.0
401520356,10,False,27,33,6.0
401520358,3,True,33,24,
401520358,7,True,33,24,
401520359,3,True,30,17,
401520359,7,True,30,17,
401524039,3,False,24,27,3.0
401524039,7,False,24,27,3.0
401524039,10,False,24,27,3.0
401524040,3,False,27,38,11.0
401524040,7,False,27,38,11.0
401524040,10,False,27,38,11.0
401524040,14,False,27,38,11.0
401524041,3,True,50,49,
401524041,7,True,50,49,
401524041,10,True,50,49,
401524041,14,True,50,49,
401524043,3,True,28,16,
401525534,3,False,17,24,7.0
401525534,7,False,17,24,7.0
401525534,10,False,17,24,7.0
401525534,14,False,17,24,7.0
401525537,3,False,42,46,4.0
401525538,3,True,29,26,
401525538,7,True,29,26,
401525538,10,True,29,26,
401525874,3,False,33,38,5.0
401525874,7,False,33,38,5.0
401525874,10,False,33,38,5.0
401525874,14,False,33,38,5.0
401525878,3,False,28,41,13.0
401525878,7,False,28,41,13.0
401525878,10,False,28,41,13.0
401525878,14,False,28,41,13.0
401531398,3,True,41,27,
401531407,3,True,38,16,
401531430,3,True,45,42,
401531898,3,True,48,38,
401531898,7,True,48,38,
401531898,10,True,48,38,
401531899,3,False,6,34,28.0
401531899,7,False,6,34,28.0
401531899,10,False,6,34,28.0
401531899,14,False,6,34,28.0
401531899,21,False,6,34,28.0
401531900,3,True,30,27,
401531901,3,False,24,34,10.0
401531901,7,False,24,34,10.0
401531901,10,False,24,34,10.0
401531901,14,False,24,34,10.0
401531902,3,False,20,33,13.0
401531902,7,False,20,33,13.0
401531902,10,False,20,33,13.0
401531902,14,False,20,33,13.0
401531903,3,True,31,13,
401531903,7,True,31,13,
401531929,3,False,27,44,17.0
401531929,7,False,27,44,17.0
401531929,10,False,27,44,17.0
401531929,14,False,27,44,17.0
401531929,21,False,27,44,17.0
401532432,3,False,16,30,14.0
401532432,7,False,16,30,14.0
401532432,10,False,16,30,14.0
401532432,14,False,16,30,14.0
401532432,21,False,16,30,14.0
401532603,3,True,30,13,
401532604,3,False,24,34,10.0
401532604,7,False,24,34,10.0
401532604,10,False,24,34,10.0
401532604,14,False,24,34,10.0
401532604,21,False,24,34,10.0
401532606,3,True,31,24,
401532606,7,True,31,24,
401532606,10,True,31,24,
401520361,3,False,3,23,20.0
401520361,7,False,3,23,20.0
401520361,10,False,3,23,20.0
401520361,14,False,3,23,20.0
401520362,3,True,42,28,
401520362,7,True,42,28,
401520363,3,False,36,39,3.0
401520363,7,False,36,39,3.0
401520363,10,False,36,39,3.0
401520363,14,False,36,39,3.0
401520364,3,True,30,21,
401520365,3,False,14,20,6.0
401520365,7,False,14,20,6.0
401520365,10,False,14,20,6.0
401520366,3,True,56,30,
401520369,3,False,17,20,3.0
401520369,7,False,17,20,3.0
401520369,10,False,17,20,3.0
401520370,3,False,26,27,1.0
401520370,7,False,26,27,1.0
401520374,3,True,38,35,
401520376,3,True,38,28,
401520376,7,True,38,28,
401520378,3,True,21,13,
401524045,3,False,10,27,17.0
401524045,7,False,10,27,17.0
401524045,10,False,10,27,17.0
401524045,14,False,10,27,17.0
401524048,3,True,52,42,
401524048,7,True,52,42,
401524050,3,False,7,10,3.0
401525441,3,False,23,31,8.0
401525441,7,False,23,31,8.0
401525441,10,False,23,31,8.0
401525441,14,False,23,31,8.0
401525539,3,True,24,21,
401525539,7,True,24,21,
401525540,3,True,17,10,
401525541,3,True,24,7,
401525541,7,True,24,7,
401525542,3,False,17,45,28.0
401525542,7,False,17,45,28.0
401525542,10,False,17,45,28.0
401525542,14,False,17,45,28.0
401525542,21,False,17,45,28.0
401525544,3,False,6,20,14.0
401525544,7,False,6,20,14.0
401525544,10,False,6,20,14.0
401525544,14,False,6,20,14.0
401525880,3,False,24,25,1.0
401525880,7,False,24,25,1.0
401525880,10,False,24,25,1.0
401525881,3,True,28,26,
401525882,3,False,21,28,7.0
401525882,7,False,21,28,7.0
401525882,10,False,21,28,7.0
401525882,14,False,21,28,7.0
401525883,3,False,24,27,3.0
401525883,7,False,24,27,3.0
401525883,10,False,24,27,3.0
401531343,3,False,26,33,7.0
401531374,3,True,13,10,
401531374,7,True,13,10,
401531374,10,True,13,10,
401531383,3,False,42,45,3.0
401531383,7,False,42,45,3.0
401531383,10,False,42,45,3.0
401531383,14,False,42,45,3.0
401531383,21,False,42,45,3.0
401531392,3,False,18,32,14.0
401531392,7,False,18,32,14.0
401531392,10,False,18,32,14.0
401531392,14,False,18,32,14.0
401531425,3,True,59,50,
401531440,3,True,36,31,
401531440,7,True,36,31,
401531904,3,True,28,10,
401531904,7,True,28,10,
401531905,3,True,31,9,
401531907,3,False,24,28,4.0
401531908,3,False,17,37,20.0
401531908,7,False,17,37,20.0
401531908,10,False,17,37,20.0
401531908,14,False,17,37,20.0
401531910,3,True,45,24,
401532433,3,False,31,37,6.0
401532433,7,False,31,37,6.0
401532433,10,False,31,37,6.0
401532433,14,False,31,37,6.0
401532433,21,False,31,37,6.0
401532436,3,True,31,27,
401532436,7,True,31,27,
401532436,10,True,31,27,
401532436,14,True,31,27,
401532436,21,True,31,27,
401532610,3,False,14,27,13.0
401532610,7,False,14,27,13.0
401532610,10,False,14,27,13.0
401532610,14,False,14,27,13.0
401532612,3,True,32,24,
401532612,7,True,32,24,
401520380,3,False,10,48,38.0
401520380,7,False,10,48,38.0
401520380,10,False,10,48,38.0
401520380,14,False,10,48,38.0
401520380,21,False,10,48,38.0
401520382,3,True,52,17,
401520382,7,True,52,17,
401520383,3,True,48,45,
401520383,7,True,48,45,
401520383,10,True,48,45,
401520383,14,True,48,45,
401520387,3,False,27,42,15.0
401520387,7,False,27,42,15.0
401520387,10,False,27,42,15.0
401520387,14,False,27,42,15.0
401520389,3,True,52,35,
401520391,3,False,7,36,29.0
401520391,7,False,7,36,29.0
401520391,10,False,7,36,29.0
401520391,14,False,7,36,29.0
401520391,21,False,7,36,29.0
401520392,3,True,13,10,
401520394,3,True,24,15,
401520395,3,False,30,49,19.0
401520395,7,False,30,49,19.0
401520395,10,False,30,49,19.0
401520395,14,False,30,49,19.0
401520395,21,False,30,49,19.0
401520397,3,True,51,10,
401520397,7,True,51,10,
401520398,3,False,10,24,14.0
401520398,7,False,10,24,14.0
401520398,10,False,10,24,14.0
401520398,14,False,10,24,14.0
401520398,21,False,10,24,14.0
401520399,3,False,29,38,9.0
401520399,7,False,29,38,9.0
401520399,10,False,29,38,9.0
401520399,14,False,29,38,9.0
401524052,3,True,34,31,
401524052,7,True,34,31,
401524055,3,False,7,17,10.0
401524055,7,False,7,17,10.0
401524055,10,False,7,17,10.0
401524056,3,True,35,28,
401525546,3,True,31,24,
401525546,7,True,31,24,
401525547,3,True,48,22,
401525548,3,True,42,21,
401525548,7,True,42,21,
401525549,3,True,47,45,
401525550,3,True,27,20,
401525552,3,False,13,28,15.0
401525552,7,False,13,28,15.0
401525552,10,False,13,28,15.0
401525552,14,False,13,28,15.0
401525887,3,False,14,24,10.0
401525887,7,False,14,24,10.0
401525887,10,False,14,24,10.0
401525887,14,False,14,24,10.0
401525888,3,False,13,16,3.0
401525888,7,False,13,16,3.0
401525888,10,False,13,16,3.0
401525890,3,True,59,20,
401525890,7,True,59,20,
401525891,3,True,29,26,
401525892,3,False,3,45,42.0
401525892,7,False,3,45,42.0
401525892,10,False,3,45,42.0
401525892,14,False,3,45,42.0
401525892,21,False,3,45,42.0
401531384,3,False,6,31,25.0
401531384,7,False,6,31,25.0
401531384,10,False,6,31,25.0
401531384,14,False,6,31,25.0
401531384,21,False,6,31,25.0
401531408,3,True,44,38,
401531408,7,True,44,38,
401531408,10,True,44,38,
401531416,3,False,7,22,15.0
401531416,7,False,7,22,15.0
401531416,10,False,7,22,15.0
401531416,14,False,7,22,15.0
401531911,3,False,31,34,3.0
401531911,7,False,31,34,3.0
401531912,3,False,23,31,8.0
401531912,7,False,23,31,8.0
401531912,10,False,23,31,8.0
401531912,14,False,23,31,8.0
401531912,21,False,23,31,8.0
401531913,3,False,14,42,28.0
401531913,7,False,14,42,28.0
401531913,10,False,14,42,28.0
401531913,14,False,14,42,28.0
401531913,21,False,14,42,28.0
401531914,3,False,33,38,5.0
401531914,7,False,33,38,5.0
401531914,10,False,33,38,5.0
401531916,3,True,21,14,
401532437,3,False,17,20,3.0
401532437,7,False,17,20,3.0
401532438,3,True,38,28,
401532438,7,True,38,28,
401532439,3,True,20,10,
401532442,3,True,49,19,
401532613,3,False,13,27,14.0
401532613,7,False,13,27,14.0
401532613,10,False,13,27,14.0
401532613,14,False,13,27,14.0
401520402,3,True,44,20,
401520403,3,False,21,28,7.0
401520403,7,False,21,28,7.0
401520403,10,False,21,28,7.0
401520403,14,False,21,28,7.0
401520404,3,False,10,31,21.0
401520404,7,False,10,31,21.0
401520404,10,False,10,31,21.0
401520404,14,False,10,31,21.0
401520404,21,False,10,31,21.0
401520405,3,False,21,24,3.0
401520405,7,False,21,24,3.0
401520406,3,True,15,13,
401520409,3,True,56,14,
401520409,7,True,56,14,
401520410,3,True,31,24,
401520412,3,True,41,20,
401520412,7,True,41,20,
401520413,3,True,33,31,
401520417,3,True,27,6,
401520418,3,True,17,14,
401520419,3,True,38,10,
401520419,7,True,38,10,
401520422,3,True,24,17,
401520422,7,True,24,17,
401520422,10,True,24,17,
401520422,14,True,24,17,
401520423,3,True,28,23,
401524060,3,False,20,22,2.0
401524060,7,False,20,22,2.0
401524060,10,False,20,22,2.0
401524062,3,False,20,38,18.0
401524062,7,False,20,38,18.0
401524062,10,False,20,38,18.0
401524062,14,False,20,38,18.0
401524062,21,False,20,38,18.0
401525553,3,True,24,16,
401525554,3,True,31,20,
401525554,7,True,31,20,
401525555,3,False,27,30,3.0
401525555,7,False,27,30,3.0
401525555,10,False,27,30,3.0
401525555,14,False,27,30,3.0
401525557,3,True,31,22,
401525558,3,False,31,38,7.0
401525558,7,False,31,38,7.0
401525559,3,False,28,35,7.0
401525559,7,False,28,35,7.0
401525559,10,False,28,35,7.0
401525559,14,False,28,35,7.0
401525559,21,False,28,35,7.0
401525894,3,True,43,30,
401525894,7,True,43,30,
401525894,10,True,43,30,
401525894,14,True,43,30,
401525895,3,True,26,16,
401525896,3,True,31,27,
401525896,7,True,31,27,
401525896,10,True,31,27,
401525897,3,True,42,17,
401525897,7,True,42,17,
401525898,3,True,24,23,
401525898,7,True,24,23,
401525898,10,True,24,23,
401525898,14,True,24,23,
401531345,3,True,35,28,
401531345,7,True,35,28,
401531385,3,True,34,24,
401531385,7,True,34,24,
401531401,3,True,49,21,
401531401,7,True,49,21,
401531431,3,True,38,34,
401531917,3,False,17,20,3.0
401531917,7,False,17,20,3.0
401531917,10,False,17,20,3.0
401531918,3,False,23,26,3.0
401531918,7,False,23,26,3.0
401531918,10,False,23,26,3.0
401531919,3,False,31,77,46.0
401531919,7,False,31,77,46.0
401531919,10,False,31,77,46.0
401531919,14,False,31,77,46.0
401531919,21,False,31,77,46.0
401531921,3,True,31,24,
401531921,7,True,31,24,
401532443,3,True,32,31,
401532443,7,True,32,31,
401532443,10,True,32,31,
401532443,14,True,32,31,
401532445,3,True,30,27,
401532445,7,True,30,27,
401532619,3,True,45,10,
401532619,7,True,45,10,
401532619,10,True,45,10,
401532622,3,False,17,25,8.0
401532622,7,False,17,25,8.0
401532622,10,False,17,25,8.0
401532623,3,True,24,13,
401532623,7,True,24,13,
401532624,3,False,27,31,4.0
401532624,7,False,27,31,4.0
401520424,3,True,17,7,
401520425,3,False,10,13,3.0
401520425,7,False,10,13,3.0
401520425,10,False,10,13,3.0
401520427,3,True,27,24,
401520429,3,True,24,15,
401520429,7,True,24,15,
401520429,10,True,24,15,
401520430,3,True,31,23,
401520430,7,True,31,23,
401520431,3,False,43,45,2.0
401520431,7,False,43,45,2.0
401520431,10,False,43,45,2.0
401520432,3,False,31,38,7.0
401520432,7,False,31,38,7.0
401520433,3,True,42,30,
401520433,7,True,42,30,
401520433,10,True,42,30,
401520436,3,True,28,14,
401520436,7,True,28,14,
401520437,3,False,17,20,3.0
401520437,7,False,17,20,3.0
401520437,10,False,17,20,3.0
401520437,14,False,17,20,3.0
401520438,3,True,35,31,
401520438,7,True,35,31,
401520438,10,True,35,31,
401520440,3,False,20,23,3.0
401520443,3,False,18,31,13.0
401520443,7,False,18,31,13.0
401520443,10,False,18,31,13.0
401520443,14,False,18,31,13.0
401524064,3,True,59,23,
401524065,3,True,56,23,
401524066,3,False,7,33,26.0
401524066,7,False,7,33,26.0
401524066,10,False,7,33,26.0
401524066,14,False,7,33,26.0
401524066,21,False,7,33,26.0
401525560,3,True,45,20,
401525560,7,True,45,20,
401525561,3,True,30,19,
401525561,7,True,30,19,
401525562,3,False,20,39,19.0
401525562,7,False,20,39,19.0
401525562,10,False,20,39,19.0
401525562,14,False,20,39,19.0
401525562,21,False,20,39,19.0
401525902,3,True,34,31,
401525903,3,True,49,16,
401525904,3,False,35,42,7.0
401525904,7,False,35,42,7.0
401525905,3,True,40,34,
401525905,7,True,40,34,
401525905,10,True,40,34,
401525905,14,True,40,34,
401525906,3,True,27,13,
401525906,7,True,27,13,
401531346,3,False,27,29,2.0
401531376,3,True,29,16,
401531386,3,True,45,42,
401531386,7,True,45,42,
401531386,10,True,45,42,
401531386,14,True,45,42,
401531410,3,True,48,14,
401531410,7,True,48,14,
401531421,3,True,24,21,
401531421,7,True,24,21,
401531922,3,True,55,27,
401531922,7,True,55,27,
401531922,10,True,55,27,
401531924,3,False,21,35,14.0
401531924,7,False,21,35,14.0
401531924,10,False,21,35,14.0
401531924,14,False,21,35,14.0
401531924,21,False,21,35,14.0
401531925,3,True,25,24,
401531925,7,True,25,24,
401531925,10,True,25,24,
401531925,14,True,25,24,
401531925,21,True,25,24,
401531927,3,True,35,17,
401531928,3,False,44,52,8.0
401531928,7,False,44,52,8.0
401531928,10,False,44,52,8.0
401531928,14,False,44,52,8.0
401531928,21,False,44,52,8.0
401532449,3,False,11,24,13.0
401532449,7,False,11,24,13.0
401532449,10,False,11,24,13.0
401532449,14,False,11,24,13.0
401532449,21,False,11,24,13.0
401532452,3,True,25,14,
401532452,7,True,25,14,
401532452,10,True,25,14,
401532453,3,True,37,27,
401532453,7,True,37,27,
401532454,3,True,17,15,
401532626,3,False,24,27,3.0
401532626,7,False,24,27,3.0
401532626,10,False,24,27,3.0
401532626,14,False,24,27,3.0
401532627,3,False,18,33,15.0
401532627,7,False,18,33,15.0
401532627,10,False,18,33,15.0
401532627,14,False,18,33,15.0
401532628,3,False,31,37,6.0
401532628,7,False,31,37,6.0
401532628,10,False,31,37,6.0
401532628,14,False,31,37,6.0
401532629,3,True,44,41,
401539475,3,False,31,34,3.0
401539475,7,False,31,34,3.0
401539475,10,False,31,34,3.0
401539475,14,False,31,34,3.0
401539476,3,True,49,35,
401539476,7,True,49,35,
401539477,3,False,14,26,12.0
401539477,7,False,14,26,12.0
401539477,10,False,14,26,12.0
401539478,3,False,6,16,10.0
401539478,7,False,6,16,10.0
401539478,10,False,6,16,10.0
401539481,3,False,14,23,9.0
401539481,7,False,14,23,9.0
401539481,10,False,14,23,9.0
401539483,3,False,24,27,3.0
401539483,7,False,24,27,3.0
401539483,10,False,24,27,3.0
401520445,3,True,17,11,
401520445,7,True,17,11,
401520445,10,True,17,11,
401520445,14,True,17,11,
401677077,3,True,30,23,
401677077,7,True,30,23,
401677077,10,True,30,23,
401677079,3,True,27,17,
401677079,7,True,27,17,
401677081,3,True,24,13,
401677082,3,False,26,31,5.0
401677082,7,False,26,31,5.0
401677082,10,False,26,31,5.0
401677082,14,False,26,31,5.0
401677085,3,True,44,15,
401677085,7,True,44,15,
401677085,10,True,44,15,
401677085,14,True,44,15,
401677085,21,True,44,15,
401677086,3,True,28,20,
401677086,7,True,28,20,
401677086,10,True,28,20,
401677087,3,True,41,39,
